P_MPa	T_K	Liq_Density_kg_m3	Vap_Density_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp_kJ_kgK	Vap_Cp_kJ_kgK	Liq_Cv_kJ_kgK	Vap_Cv_kJ_kgK	Liq_Cp_over_Cv	Vap_Cp_over_Cv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_Visc_uPa_s	Vap_Visc_uPa_s	Liq_Pr	Vap_Pr
4.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
