P_MPa	T_K	Liq_Density_kg_m3	Vap_Density_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp_kJ_kgK	Vap_Cp_kJ_kgK	Liq_Cv_kJ_kgK	Vap_Cv_kJ_kgK	Liq_Cp_over_Cv	Vap_Cp_over_Cv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_Visc_uPa_s	Vap_Visc_uPa_s	Liq_Pr	Vap_Pr
1.6600	415.762011	945.46201	165.19655	393.58195	458.75388	1.5610346	1.7177875	1.7724382	1.7069475	1.119353	1.1450944	1.5834489	1.490661	45.119037	26.507809	111.3944	24.613939	4.3759732	1.5849935
1.6700	416.079951	943.14822	166.69809	394.11449	458.89875	1.5622895	1.717991	1.7793883	1.7186761	1.1202466	1.1462121	1.5883898	1.4994399	45.078117	26.60112	110.96681	24.739124	4.3802418	1.5983741
1.6800	416.396382	940.82576	168.21239	394.64585	459.04095	1.5635406	1.7181891	1.7864889	1.7307052	1.1211463	1.1473336	1.5934486	1.5084586	45.037596	26.69522	110.5413	24.86541	4.3847989	1.6120749
1.6900	416.711319	938.49435	169.73971	395.17606	459.18044	1.5647879	1.7183819	1.7937459	1.7430467	1.122052	1.1484591	1.59863	1.5177264	44.997479	26.790131	110.11779	24.992821	4.3896536	1.6261083
1.7000	417.024775	936.15366	171.28034	395.70514	459.31723	1.5660315	1.7185694	1.8011655	1.7557132	1.122964	1.1495888	1.6039388	1.5272532	44.957771	26.885875	109.69625	25.12138	4.3948155	1.6404874
1.7100	417.336766	933.8034	172.83456	396.23313	459.45129	1.5672714	1.7187514	1.8087542	1.768718	1.1238825	1.1507228	1.6093802	1.5370496	44.918477	26.982475	109.27661	25.251112	4.4002946	1.655226
1.7200	417.647303	931.44324	174.40266	396.76007	459.58261	1.5685079	1.718928	1.8165187	1.782075	1.1248076	1.1518613	1.6149595	1.5471264	44.879601	27.079956	108.85882	25.382041	4.4061016	1.6703387
1.7300	417.956402	929.07285	175.98496	397.28598	459.71117	1.5697409	1.7190991	1.8244665	1.7957989	1.1257396	1.1530044	1.6206826	1.5574952	44.841151	27.178343	108.44281	25.514194	4.4122477	1.6858409
1.7400	418.264075	926.69187	177.58177	397.8109	459.83696	1.5709706	1.7192646	1.832605	1.8099052	1.1266786	1.1541524	1.6265553	1.5681683	44.803132	27.277662	108.02853	25.647598	4.418745	1.7017486
1.7500	418.570336	924.29996	179.19342	398.33486	459.95995	1.5721971	1.7194246	1.8409423	1.8244104	1.1276248	1.1553054	1.6325841	1.5791585	44.765552	27.377941	107.61592	25.782281	4.425606	1.7180789
1.7600	418.875196	921.89676	180.82025	398.85791	460.08013	1.5734203	1.7195789	1.8494871	1.8393317	1.1285785	1.1564636	1.6387758	1.5904795	44.728418	27.479206	107.20492	25.918271	4.4328442	1.7348498
1.7700	419.178670	919.48189	182.46262	399.38006	460.19747	1.5746405	1.7197276	1.8582482	1.8546873	1.1295398	1.1576272	1.6451373	1.6021455	44.691739	27.581489	106.79548	26.055599	4.4404738	1.7520805
1.7800	419.480768	917.05496	184.12089	399.90136	460.31195	1.5758577	1.7198705	1.8672352	1.8704967	1.1305091	1.1587964	1.6516764	1.614172	44.655524	27.684819	106.38753	26.194295	4.4485098	1.769791
1.7900	419.781505	914.61556	185.79545	400.42184	460.42354	1.577072	1.7200076	1.8764582	1.8867803	1.1314864	1.1599714	1.658401	1.6265749	44.619781	27.789228	105.98102	26.334392	4.4569682	1.7880026
1.8000	420.080890	912.16329	187.48669	400.94153	460.53222	1.5782835	1.7201388	1.885928	1.9035599	1.1324721	1.1611524	1.6653196	1.6393713	44.584521	27.894749	105.57588	26.475923	4.4658662	1.806738
1.8100	420.378937	909.69771	189.19502	401.46048	460.63797	1.5794923	1.7202641	1.8956559	1.9208583	1.1334664	1.1623396	1.6724412	1.6525793	44.549756	28.001417	105.17206	26.618923	4.4752217	1.8260211
1.8200	420.675656	907.21838	190.92087	401.97872	460.74075	1.5806985	1.7203834	1.905654	1.9387001	1.1344695	1.1635331	1.6797754	1.6662182	44.515496	28.109269	104.76949	26.763427	4.485054	1.8458773
1.8300	420.971059	904.72483	192.66469	402.49629	460.84052	1.5819022	1.7204966	1.9159352	1.9571112	1.1354818	1.1647334	1.6873324	1.6803084	44.481755	28.21834	104.36812	26.909474	4.4953836	1.8663335
1.8400	421.265158	902.21659	194.42693	403.01323	460.93727	1.5831034	1.7206036	1.9265131	1.9761193	1.1365034	1.1659404	1.6951231	1.6948715	44.448546	28.328673	103.96787	27.057102	4.5062324	1.8874185
1.8500	421.557962	899.69316	196.20809	403.52957	461.03095	1.5843023	1.7207044	1.9374024	1.9957535	1.1375347	1.1671546	1.703159	1.7099307	44.415884	28.440306	103.5687	27.206352	4.5176236	1.9091628
1.8600	421.849484	897.15402	198.00865	404.04536	461.12152	1.585499	1.7207989	1.9486186	2.0160454	1.1385759	1.1683761	1.7114526	1.7255106	44.383783	28.553285	103.17052	27.357266	4.5295822	1.9315988
1.8700	422.139733	894.59862	199.82916	404.56064	461.20895	1.5866936	1.7208869	1.9601784	2.0370281	1.1396273	1.1696052	1.720017	1.7416373	44.352262	28.667654	102.77327	27.509888	4.5421347	1.9547612
1.8800	422.428720	892.02642	201.67014	405.07544	461.2932	1.5878862	1.7209685	1.9720994	2.0587374	1.1406893	1.1708421	1.7288663	1.758339	44.321337	28.78346	102.3769	27.664264	4.5553096	1.9786869
1.8900	422.716455	889.43683	203.53219	405.58982	461.37422	1.5890769	1.7210434	1.9844006	2.0812113	1.1417622	1.1720872	1.7380157	1.7756455	44.291027	28.900755	101.98132	27.820442	4.5691374	2.0034154
1.9000	423.002948	886.82924	205.41589	406.10382	461.45197	1.5902658	1.7211116	1.9971025	2.1044906	1.1428463	1.1733406	1.7474813	1.7935888	44.261354	29.019591	101.58646	27.978472	4.5836507	2.028989
1.9100	423.288209	884.20301	207.32186	406.61747	461.52639	1.591453	1.721173	2.0102269	2.1286188	1.143942	1.1746027	1.7572805	1.8122032	44.232338	29.140023	101.19227	28.138407	4.5988846	2.0554528
1.9200	423.572247	881.55747	209.25077	407.13084	461.59745	1.5926387	1.7212274	2.0237972	2.1536427	1.1450496	1.1758737	1.7674319	1.8315256	44.204004	29.262109	100.79865	28.3003	4.6148767	2.0828551
1.9300	423.855073	878.89195	211.2033	407.64397	461.66508	1.5938229	1.7212747	2.0378386	2.1796126	1.1461695	1.1771539	1.7779558	1.8515952	44.176376	29.385912	100.40554	28.46421	4.6316677	2.1112481
1.9400	424.136696	876.2057	213.18017	408.15691	461.72922	1.5950058	1.7213149	2.0523784	2.2065824	1.1473021	1.1784438	1.7888736	1.8724546	44.149482	29.511496	100.01286	28.630196	4.6493011	2.1406874
1.9500	424.417124	873.49797	215.18213	408.6697	461.78982	1.5961875	1.7213476	2.0674457	2.2346103	1.1484478	1.1797435	1.8002087	1.8941493	44.123349	29.63893	99.620525	28.798321	4.667824	2.1712331
1.9600	424.696366	870.76796	217.20997	409.18241	461.84681	1.5973681	1.7213729	2.0830723	2.263759	1.1496071	1.1810534	1.8119863	1.9167287	44.098008	29.768288	99.22845	28.968652	4.6872874	2.2029499
1.9700	424.974432	868.01483	219.26453	409.6951	461.90012	1.5985478	1.7213906	2.0992924	2.294096	1.1507804	1.182374	1.8242337	1.9402457	44.073493	29.899646	98.836552	29.141258	4.7077462	2.2359075
1.9800	425.251330	865.23769	221.34668	410.20781	461.94969	1.5997267	1.7214004	2.116143	2.3256944	1.1519682	1.1837054	1.8369804	1.9647578	44.049839	30.033088	98.444739	29.316212	4.72926	2.2701812
1.9900	425.527069	862.43563	223.45735	410.72061	461.99543	1.600905	1.7214022	2.1336643	2.3586334	1.1531709	1.1850482	1.8502585	1.9903271	44.027083	30.168699	98.05292	29.493592	4.7518936	2.3058526
2.0000	425.801656	859.60767	225.59752	411.23356	462.03727	1.6020828	1.7213959	2.1519	2.3929989	1.1543891	1.1864027	1.8641028	2.0170209	44.005266	30.306573	97.660998	29.673477	4.7757172	2.3430099
2.0100	426.075100	856.75277	227.76821	411.74674	462.07512	1.6032602	1.7213812	2.1708978	2.4288841	1.1556234	1.1877692	1.8785512	2.0449124	43.98443	30.446808	97.26887	29.855954	4.8008074	2.3817489
2.0200	426.347410	853.86984	229.97051	412.2602	462.10889	1.6044375	1.7213579	2.1907094	2.4663904	1.1568743	1.1891484	1.8936451	2.0740812	43.964621	30.589511	96.876433	30.041113	4.8272477	2.4221738
2.0300	426.618592	850.95775	232.20557	412.77402	462.13848	1.6056148	1.7213258	2.2113917	2.5056283	1.1581424	1.1905405	1.9094298	2.1046141	43.94589	30.734794	96.483575	30.22905	4.8551292	2.464398
2.0400	426.888654	848.01525	234.47461	413.28828	462.1638	1.6067923	1.7212847	2.2330066	2.5467188	1.1594284	1.1919461	1.9259547	2.1366056	43.928289	30.882779	96.090181	30.419866	4.884552	2.5085451
2.0500	427.157604	845.04108	236.77893	413.80305	462.18472	1.6079701	1.7212343	2.2556224	2.5897939	1.1607329	1.1933657	1.9432742	2.1701595	43.911873	31.033595	95.696128	30.613669	4.9156256	2.5547505
2.0600	427.425450	842.03384	239.1199	414.31843	462.20114	1.6091485	1.7211744	2.2793138	2.6349985	1.1620567	1.1947997	1.9614481	2.2053893	43.896704	31.187381	95.30129	30.810572	4.9484706	2.6031621
2.0700	427.692198	838.99209	241.49899	414.8345	462.21293	1.6103277	1.7211046	2.3041635	2.6824918	1.1634004	1.1962487	1.9805421	2.2424198	43.882844	31.344287	94.905529	31.010697	4.9832198	2.6539426
2.0800	427.957855	835.91427	243.91775	415.35135	462.21996	1.6115079	1.7210248	2.3302627	2.7324494	1.1647649	1.1977133	2.0006291	2.2813885	43.870364	31.504476	94.508704	31.214172	5.02002	2.7072707
2.0900	428.222428	832.79872	246.37786	415.86908	462.22209	1.6126893	1.7209344	2.3577122	2.7850647	1.1661511	1.1991941	2.0217896	2.322447	43.859335	31.668122	94.110662	31.421137	5.0590338	2.7633435
2.1000	428.485924	829.64366	248.88109	416.38781	462.21916	1.6138722	1.7208333	2.3866243	2.840552	1.1675598	1.2006916	2.0441131	2.3657631	43.849836	31.835415	93.711242	31.631738	5.1004416	2.8223787
2.1100	428.748350	826.44721	251.42936	416.90765	462.21101	1.6150568	1.720721	2.4171237	2.8991492	1.168992	1.2022066	2.0676991	2.4115232	43.841948	32.00656	93.310272	31.846133	5.1444445	2.8846178
2.1200	429.009710	823.20731	254.0247	417.42871	462.19747	1.6162435	1.7205972	2.4493499	2.9611208	1.1704487	1.2037398	2.0926589	2.4599342	43.835762	32.181781	92.907569	32.064491	5.191267	2.9503287
2.1300	429.270013	819.92178	256.66932	417.95112	462.17835	1.6174325	1.7204614	2.4834589	3.026762	1.171931	1.2052919	2.119117	2.5112274	43.831369	32.361323	92.502935	32.286994	5.2411604	3.0198101
2.1400	429.529263	816.58827	259.36559	418.47503	462.15344	1.6186241	1.7203131	2.5196261	3.0964035	1.17344	1.2068636	2.1472134	2.5656614	43.82887	32.545451	92.09616	32.513838	5.2944073	3.0933958
2.1500	429.787466	813.20421	262.11608	419.00059	462.12252	1.6198187	1.7201519	2.5580493	3.1704163	1.1749771	1.2084559	2.1771057	2.6235267	43.828371	32.73446	91.687016	32.745234	5.3513263	3.1714598
2.1600	430.044628	809.76686	264.92355	419.52795	462.08536	1.6210167	1.7199772	2.5989524	3.2492189	1.1765435	1.2100696	2.2089726	2.6851504	43.829984	32.92867	91.275258	32.98141	5.4122778	3.254423
2.1700	430.300753	806.27322	267.79101	420.0573	462.0417	1.6222185	1.7197884	2.6425894	3.3332843	1.1781408	1.2117056	2.2430167	2.7509027	43.83383	33.128437	90.860619	33.222615	5.4776713	3.3427602
2.1800	430.555849	802.72004	270.72174	420.58882	461.99126	1.6234245	1.7195849	2.6892503	3.4231498	1.1797704	1.213365	2.2794693	2.8212037	43.840035	33.334154	90.442811	33.469118	5.5479736	3.4370095
2.1900	430.809918	799.10375	273.71931	421.12272	461.93373	1.6246352	1.7193661	2.7392673	3.519428	1.1814341	1.2150488	2.3185951	2.8965321	43.848738	33.546258	90.021517	33.721214	5.6237193	3.5377831
2.2000	431.062966	795.42048	276.78761	421.65922	461.86877	1.625851	1.719131	2.7930223	3.6228206	1.1831337	1.2167583	2.3606989	2.9774365	43.860084	33.765236	89.596395	33.979223	5.7055232	3.6457802
2.2100	431.314997	791.66595	279.93095	422.19857	461.79603	1.6270727	1.718879	2.8509575	3.7341349	1.1848712	1.2184946	2.4061329	3.0645477	43.874232	33.991633	89.167064	34.243499	5.794096	3.7618036
2.2200	431.566015	787.83547	283.15404	422.74106	461.71508	1.6283007	1.7186091	2.9135867	3.8543048	1.1866488	1.2202591	2.4553067	3.1585953	43.891352	34.226061	88.733107	34.514431	5.890263	3.8867791
2.2300	431.816025	783.92381	286.4621	423.28697	461.62549	1.6295358	1.7183202	2.9815109	3.9844164	1.1884689	1.2220534	2.5086991	3.2604276	43.911632	34.469214	88.294063	34.792447	5.9949881	4.0217801
2.2400	432.065029	779.92521	289.86094	423.83664	461.52677	1.6307787	1.7180113	3.0554371	4.1257403	1.1903342	1.2238788	2.5668733	3.3710366	43.935281	34.721876	87.849418	35.078025	6.1094038	4.1680588
2.2500	432.313032	775.83323	293.357	424.39045	461.41835	1.6320304	1.7176811	3.1362027	4.2797724	1.1922476	1.2257373	2.6304962	3.4915902	43.96253	34.984946	87.398597	35.371696	6.2348485	4.3270842
2.2600	432.560036	771.64065	296.95754	424.94881	461.29962	1.6332917	1.7173282	3.2248067	4.4482863	1.1942122	1.2276307	2.7003632	3.6234728	43.993644	35.259453	86.940956	35.674054	6.3729156	4.5005918
2.2700	432.806044	767.33933	300.67069	425.51221	461.16989	1.6345638	1.716951	3.3224506	4.6334008	1.1962318	1.229561	2.7774304	3.7683376	44.02893	35.546588	86.475768	35.985769	6.5255155	4.6906468
2.2800	433.051058	762.92006	304.50568	426.08116	461.02838	1.6358478	1.7165478	3.4305911	4.8376677	1.1983103	1.2315305	2.862857	3.9281752	44.06875	35.847736	86.002207	36.307599	6.6949575	4.8997264
2.2900	433.295080	758.37237	308.47302	426.65628	460.87419	1.6371451	1.7161165	3.5510121	5.0641887	1.2004524	1.2335419	2.9580616	4.1054047	44.113537	36.164521	85.519328	36.640407	6.8840584	5.1308279
2.3000	433.538111	753.6842	312.58474	427.23828	460.70631	1.6384574	1.7156549	3.6859199	5.3167716	1.2026631	1.2355979	3.0647983	4.3029951	44.163824	36.498865	85.026044	36.985181	7.0962874	5.387613
2.3100	433.780153	748.84166	316.85477	427.82796	460.52356	1.6397865	1.7151602	3.8380758	5.6001427	1.2049484	1.2377016	3.1852615	4.5246307	44.220276	36.85306	84.521083	37.343065	7.3359634	5.6746031
2.3200	434.021204	743.82854	321.2993	428.42627	460.32457	1.6411345	1.7146293	4.0109793	5.9202417	1.2073151	1.2398567	3.3222307	4.7749403	44.283734	37.229875	84.002991	37.71539	7.6085332	5.9974475
2.3300	434.261266	738.62576	325.93738	429.03433	460.10777	1.6425041	1.7140588	4.2091301	6.2846365	1.209771	1.2420671	3.4792785	5.0598203	44.355289	37.632687	83.470015	38.10372	7.9209528	6.3632987
2.3400	434.500336	733.21067	330.79166	429.65347	459.87124	1.6438981	1.7134441	4.4384082	6.7031216	1.2123253	1.2443376	3.6610705	5.3868997	44.436377	38.065675	82.920075	38.509915	8.282249	6.7813494
2.3500	434.738413	727.55602	335.88934	430.28529	459.61273	1.6453204	1.7127803	4.7066399	7.1885997	1.2149888	1.2466733	3.8738133	5.7662259	44.528917	38.534087	82.350655	38.936211	8.7043411	7.2636166
2.3600	434.975492	721.62857	341.26359	430.93177	459.32948	1.6467753	1.712061	5.0244646	7.7584179	1.2177747	1.2490805	4.1259393	6.2113035	44.635522	39.044629	81.758673	39.385332	9.203288	7.8261178
2.3700	435.211571	715.38716	346.95546	431.59535	459.0181	1.6482684	1.7112786	5.4067043	8.4364563	1.2206988	1.2515665	4.4291877	6.7407178	44.759822	39.606046	81.14029	39.860654	9.8012355	8.4906902
2.3800	435.446643	708.77987	353.01674	432.27912	458.67434	1.6498068	1.7104233	5.8746096	9.2565128	1.2237807	1.2541399	4.8003778	7.3807659	44.90697	40.230011	80.490636	40.366435	10.529569	9.2879024
2.3900	435.680699	701.73973	359.51418	432.98709	458.29274	1.6513997	1.7094827	6.4597086	10.268029	1.2270449	1.2568112	5.2644435	8.1699056	45.084479	40.932556	79.803391	40.908166	11.434238	10.261911
2.4000	435.913729	694.17803	366.53617	433.72462	457.86611	1.6530592	1.7084406	7.2107562	11.546284	1.2305234	1.2595933	5.85991	9.1666766	45.303652	41.736455	79.070134	41.493122	12.585199	11.478967
2.4100	436.145721	685.97345	374.20359	434.49906	457.3847	1.6548021	1.7072745	8.2071118	13.211723	1.2342583	1.2625022	6.6494281	10.464713	45.58221	42.675462	78.279271	42.131258	14.094243	13.043245
2.4200	436.376655	676.95298	382.68874	435.32097	456.83468	1.6566524	1.7059532	9.5866448	15.469578	1.2383079	1.2655586	7.7417294	12.223518	45.949419	43.802351	77.414153	42.836779	16.151281	15.128569
2.4300	436.606508	666.85635	392.25084	436.20636	456.19545	1.6586468	1.7044296	11.610308	18.699793	1.2427564	1.2687892	9.3423849	14.738297	46.457134	45.205646	76.449556	43.631072	19.105847	18.048454
2.4400	436.835249	655.2621	403.30961	437.18142	455.43399	1.6608448	1.7026284	14.834077	23.691126	1.2477332	1.2722302	11.888821	18.621729	47.206684	47.048954	75.344325	44.548816	23.675959	22.432202
2.4500	437.062830	641.41081	416.62141	438.29387	454.49149	1.6633554	1.7004156	20.669685	32.384208	1.2534576	1.2759305	16.490136	25.380856	48.427204	49.681096	74.023718	45.652607	31.594782	29.758271
2.4600	437.289183	623.67699	433.8057	439.64739	453.24399	1.6664153	1.6975082	33.922478	51.120007	1.2603587	1.2799508	26.914939	39.939039	50.779075	54.043935	72.326418	47.076793	48.316975	44.529806
2.4700	437.514190	597.16772	459.74058	441.56109	451.3264	1.670753	1.693073	85.448963	118.17385	1.2695536	1.2842875	67.306308	92.015109	57.437979	60.342857	69.762599	56.041655	103.78398	109.75049
2.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
