T_K	P_MPa	Liq_D_kg_m3	Vap_D_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp	Vap_Cp	Liq_Cv	Vap_Cv	Liq_CpCv	Vap_CpCv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_vis_uPa_s	Vap_vis_uPa_s	Liq_Pr	Vap_Pr
311.50	0.117632	1367.2189	9.7078122	247.73672	379.61921	1.1632622	1.586641	1.2635209	0.96510507	0.97212949	0.90381742	1.2997454	1.0678098	62.490984	12.973361	358.23812	11.43997	7.2433064	0.8510341
312.00	0.119716	1365.7864	9.872002	248.36917	380.03768	1.1652861	1.5873005	1.2641852	0.96634198	0.97258201	0.90479858	1.2998237	1.0680189	62.391608	13.018145	356.01759	11.460883	7.2136652	0.85074578
312.50	0.121828	1364.3516	10.038383	249.00195	380.45616	1.1673076	1.5879611	1.2648557	0.9675832	0.97303667	0.90578127	1.2999055	1.0682305	62.292381	13.062966	353.8148	11.481888	7.18426	0.8504716
313.00	0.123970	1362.9145	10.206976	249.63508	380.87463	1.169327	1.5886227	1.2655324	0.96882876	0.97349345	0.90676546	1.2999906	1.0684447	62.193303	13.107825	351.62955	11.502987	7.1550884	0.85021161
313.50	0.126140	1361.475	10.377805	250.26854	381.2931	1.1713441	1.5892853	1.2662153	0.97007868	0.97395234	0.90775114	1.3000793	1.0686615	62.094374	13.152721	349.46167	11.524182	7.126148	0.84996584
314.00	0.128340	1360.0331	10.550891	250.90236	381.71156	1.1733591	1.5899489	1.2669044	0.97133297	0.97441333	0.90873828	1.3001715	1.0688809	61.995595	13.197656	347.31097	11.545476	7.0974364	0.84973435
314.50	0.130570	1358.5888	10.726257	251.53652	382.13001	1.1753719	1.5906135	1.2675998	0.97259166	0.97487639	0.90972688	1.3002672	1.0691029	61.896966	13.242629	345.17728	11.566869	7.0689514	0.84951716
315.00	0.132830	1357.1422	10.903926	252.17103	382.54845	1.1773826	1.5912791	1.2683014	0.97385476	0.97534152	0.91071692	1.3003665	1.0693276	61.798487	13.287642	343.06043	11.588365	7.0406906	0.84931433
315.50	0.135120	1355.693	11.08392	252.8059	382.96687	1.1793911	1.5919456	1.2690093	0.97512229	0.9758087	0.91170837	1.3004694	1.069555	61.700158	13.332695	340.96023	11.609966	7.0126517	0.8491259
316.00	0.137441	1354.2414	11.266263	253.44113	383.38527	1.1813974	1.5926131	1.2697236	0.97639429	0.97627792	0.91270123	1.3005759	1.0697852	61.601981	13.377787	338.87653	11.631672	6.9848326	0.84895192
316.50	0.139792	1352.7874	11.450978	254.07672	383.80366	1.1834017	1.5932815	1.2704441	0.97767077	0.97674916	0.91369547	1.3006862	1.0700182	61.503955	13.422921	336.80915	11.653488	6.9572309	0.84879245
317.00	0.142174	1351.3308	11.638088	254.71267	384.22203	1.1854039	1.5939508	1.2711711	0.97895175	0.97722242	0.91469107	1.3008001	1.070254	61.40608	13.468096	334.75793	11.675414	6.9298446	0.84864753
317.50	0.144588	1349.8717	11.827618	255.34899	384.64037	1.187404	1.5946209	1.2719043	0.98023726	0.97769767	0.91568803	1.3009178	1.0704926	61.308357	13.513313	332.72271	11.697453	6.9026718	0.84851723
318.00	0.147033	1348.41	12.019591	255.98568	385.05869	1.189402	1.595292	1.272644	0.98152734	0.97817491	0.91668632	1.3010393	1.0707341	61.210786	13.558573	330.70331	11.719607	6.8757098	0.8484016
318.50	0.149511	1346.9458	12.214031	256.62275	385.47698	1.191398	1.5959639	1.2733901	0.982822	0.97865413	0.91768594	1.3011646	1.0709786	61.113367	13.603875	328.69958	11.741879	6.8489567	0.84830069
319.00	0.152020	1345.4789	12.410963	257.26019	385.89524	1.193392	1.5966367	1.2741427	0.98412127	0.9791353	0.91868685	1.3012938	1.071226	61.016101	13.649221	326.71136	11.76427	6.8224107	0.84821458
319.50	0.154562	1344.0095	12.610411	257.89801	386.31347	1.195384	1.5973103	1.2749017	0.98542518	0.97961842	0.91968906	1.3014269	1.0714765	60.918987	13.694611	324.7385	11.786783	6.7960696	0.84814333
320.00	0.157137	1342.5374	12.812401	258.53621	386.73166	1.1973739	1.5979847	1.2756673	0.98673377	0.98010348	0.92069253	1.3015638	1.07173	60.822027	13.740046	322.78084	11.809421	6.7699314	0.848087
320.50	0.159744	1341.0626	13.016957	259.1748	387.14982	1.1993619	1.5986599	1.2764393	0.98804706	0.98059046	0.92169727	1.3017048	1.0719865	60.72522	13.785527	320.83823	11.832186	6.7439942	0.84804566
321.00	0.162385	1339.5852	13.224104	259.81378	387.56793	1.2013479	1.5993359	1.2772179	0.98936509	0.98107936	0.92270324	1.3018498	1.0722463	60.628567	13.831054	318.91052	11.855079	6.718256	0.84801938
321.50	0.165060	1338.105	13.433868	260.45315	387.98601	1.2033319	1.6000126	1.2780031	0.9906879	0.98157015	0.92371045	1.3019987	1.0725091	60.532067	13.876627	316.99756	11.878104	6.692715	0.84800824
322.00	0.167768	1336.622	13.646275	261.09291	388.40404	1.205314	1.6006902	1.2787949	0.9920155	0.98206284	0.92471886	1.3021518	1.0727752	60.435722	13.922248	315.09921	11.901264	6.6673691	0.8480123
322.50	0.170511	1335.1364	13.861351	261.73308	388.82202	1.2072942	1.6013684	1.2795934	0.99334795	0.98255741	0.92572848	1.302309	1.0730446	60.33953	13.967918	313.21531	11.924559	6.6422167	0.84803165
323.00	0.173288	1333.6479	14.079122	262.37364	389.23995	1.2092724	1.6020474	1.2803985	0.99468529	0.98305384	0.92673927	1.3024704	1.0733173	60.243494	14.013636	311.34573	11.947993	6.6172557	0.84806636
323.50	0.176100	1332.1566	14.299614	263.01461	389.65783	1.2112488	1.6027271	1.2812103	0.99602754	0.98355214	0.92775124	1.3026359	1.0735933	60.147611	14.059404	309.49032	11.971569	6.5924845	0.84811652
324.00	0.178947	1330.6624	14.522855	263.65599	390.07566	1.2132233	1.6034074	1.2820289	0.99737475	0.98405228	0.92876437	1.3028057	1.0738727	60.051884	14.105222	307.64895	11.995289	6.5679012	0.8481822
324.50	0.181829	1329.1654	14.74887	264.29778	390.49342	1.2151959	1.6040885	1.2828543	0.99872696	0.98455426	0.92977864	1.3029797	1.0741556	59.956312	14.151092	305.82147	12.019155	6.5435041	0.8482635
325.00	0.184747	1327.6655	14.977689	264.93998	390.91113	1.2171667	1.6047702	1.2836864	1.0000842	0.98505807	0.93079404	1.3031581	1.074442	59.860895	14.197013	304.00775	12.043171	6.5192914	0.8483605
325.50	0.187701	1326.1627	15.209337	265.5826	391.32878	1.2191356	1.6054526	1.2845254	1.0014466	0.98556369	0.93181056	1.3033409	1.0747319	59.765633	14.242987	302.20765	12.067338	6.4952615	0.8484733
326.00	0.190691	1324.6569	15.443843	266.22564	391.74635	1.2211027	1.6061356	1.2853713	1.002814	0.98607113	0.93282818	1.303528	1.0750254	59.670527	14.289015	300.42104	12.09166	6.4714125	0.84860197
326.50	0.193718	1323.1482	15.681234	266.86911	392.16386	1.223068	1.6068192	1.2862242	1.0041867	0.98658036	0.93384689	1.3037196	1.0753226	59.575577	14.335098	298.6478	12.116139	6.447743	0.84874663
327.00	0.196781	1321.6364	15.92154	267.513	392.5813	1.2250315	1.6075034	1.2870839	1.0055646	0.98709139	0.93486669	1.3039157	1.0756235	59.480783	14.381235	296.88778	12.140779	6.4242511	0.84890736
327.50	0.199881	1320.1216	16.164789	268.15732	392.99866	1.2269932	1.6081882	1.2879507	1.0069477	0.98760419	0.93588755	1.3041163	1.0759281	59.386145	14.427429	295.14086	12.16558	6.4009354	0.84908427
328.00	0.203019	1318.6038	16.41101	268.80208	393.41594	1.2289532	1.6088735	1.2888246	1.0083362	0.98811878	0.93690947	1.3043215	1.0762366	59.291663	14.473681	293.40691	12.190548	6.3777942	0.84927746
328.50	0.206195	1317.0828	16.660232	269.44727	393.83314	1.2309114	1.6095594	1.2897055	1.0097301	0.98863512	0.93793243	1.3045313	1.0765489	59.197338	14.51999	291.68581	12.215683	6.3548259	0.84948702
329.00	0.209409	1315.5588	16.912484	270.09291	394.25026	1.2328679	1.6102459	1.2905935	1.0111294	0.98915323	0.93895643	1.3047458	1.0768651	59.103169	14.566358	289.97742	12.24099	6.332029	0.84971308
329.50	0.212661	1314.0316	17.167796	270.73898	394.66729	1.2348227	1.6109328	1.2914887	1.0125342	0.98967308	0.93998145	1.304965	1.0771853	59.009157	14.612786	288.28164	12.266471	6.3094019	0.84995573
330.00	0.215951	1312.5012	17.426199	271.38551	395.08423	1.2367757	1.6116203	1.2923912	1.0139446	0.99019468	0.94100749	1.305189	1.0775096	58.915302	14.659276	286.59833	12.292129	6.2869431	0.85021509
330.50	0.219281	1310.9676	17.687723	272.03248	395.50108	1.2387271	1.6123083	1.2933009	1.0153605	0.99071801	0.94203452	1.3054177	1.0778379	58.821604	14.705827	284.92738	12.317967	6.2646512	0.85049127
331.00	0.222650	1309.4308	17.952398	272.67991	395.91783	1.2406767	1.6129967	1.2942179	1.0167822	0.99124307	0.94306255	1.3056514	1.0781705	58.728063	14.752441	283.26867	12.343988	6.2425246	0.85078439
331.50	0.226058	1307.8908	18.220257	273.3278	396.33447	1.2426248	1.6136856	1.2951423	1.0182096	0.99176985	0.94409156	1.3058899	1.0785072	58.634679	14.79912	281.62208	12.370194	6.220562	0.85109456
332.00	0.229506	1306.3474	18.491329	273.97614	396.75102	1.2445711	1.614375	1.296074	1.0196428	0.99229835	0.94512155	1.3061334	1.0788483	58.541452	14.845863	279.98749	12.39659	6.1987618	0.85142191
332.50	0.232994	1304.8007	18.765648	274.62495	397.16746	1.2465159	1.6150648	1.2970133	1.0210818	0.99282855	0.9461525	1.306382	1.0791937	58.448383	14.892673	278.36479	12.423178	6.1771228	0.85176657
333.00	0.236523	1303.2506	19.043244	275.27423	397.58379	1.248459	1.6157549	1.2979601	1.0225268	0.99336046	0.9471844	1.3066355	1.0795435	58.355471	14.93955	276.75387	12.449961	6.1556434	0.85212865
333.50	0.240093	1301.6972	19.324151	275.92398	398	1.2504005	1.6164455	1.2989144	1.0239778	0.99389407	0.94821726	1.3068942	1.0798979	58.262717	14.986496	275.1546	12.476943	6.1343223	0.85250829
334.00	0.243703	1300.1403	19.608402	276.5742	398.4161	1.2523404	1.6171365	1.2998764	1.0254349	0.99442936	0.94925105	1.3071581	1.0802568	58.17012	15.033512	273.56689	12.504126	6.1131582	0.85290563
334.50	0.247355	1298.58	19.896028	277.2249	398.83207	1.2542787	1.6178278	1.3008461	1.0268981	0.99496635	0.95028577	1.3074272	1.0806203	58.077681	15.080598	271.99062	12.531514	6.0921497	0.85332078
335.00	0.251049	1297.0162	20.187065	277.87608	399.24792	1.2562155	1.6185195	1.3018235	1.0283676	0.99550501	0.95132142	1.3077016	1.0809886	57.985401	15.127757	270.42568	12.55911	6.0712954	0.8537539
335.50	0.254785	1295.4489	20.481546	278.52775	399.66364	1.2581507	1.6192115	1.3028087	1.0298434	0.99604535	0.95235798	1.3079813	1.0813617	57.893278	15.174989	268.87197	12.586917	6.0505942	0.85420513
336.00	0.258563	1293.878	20.779505	279.1799	400.07923	1.2600844	1.6199039	1.3038018	1.0313256	0.99658737	0.95339546	1.3082664	1.0817396	57.801313	15.222296	267.32937	12.614939	6.0300448	0.8546746
336.50	0.262384	1292.3035	21.080978	279.83255	400.49468	1.2620166	1.6205965	1.3048028	1.0328143	0.99713105	0.95443384	1.3085569	1.0821224	57.709506	15.269679	265.79779	12.64318	6.0096459	0.85516246
337.00	0.266248	1290.7254	21.385998	280.48569	400.91	1.2639473	1.6212894	1.3058118	1.0343095	0.9976764	0.95547311	1.308853	1.0825103	57.617857	15.317139	264.27712	12.671641	5.9893962	0.85566886
337.50	0.270155	1289.1436	21.694602	281.13933	401.32517	1.2658764	1.6219826	1.3068288	1.0358114	0.99822341	0.95651328	1.3091546	1.0829033	57.526366	15.364678	262.76726	12.700328	5.9692946	0.85619396
338.00	0.274106	1287.5582	22.006825	281.79348	401.74019	1.2678041	1.6226761	1.307854	1.03732	0.99877208	0.95755433	1.3094619	1.0833015	57.435033	15.412297	261.2681	12.729243	5.9493397	0.8567379
338.50	0.278100	1285.969	22.322704	282.44813	402.15506	1.2697304	1.6233697	1.3088874	1.0388355	0.9993224	0.95859627	1.3097749	1.0837049	57.343859	15.459998	259.77954	12.758391	5.9295305	0.85730085
339.00	0.282139	1284.3761	22.642275	283.10329	402.56977	1.2716551	1.6240636	1.309929	1.0403579	0.99987437	0.95963908	1.3100936	1.0841138	57.252843	15.507781	258.30149	12.787773	5.9098657	0.85788297
339.50	0.286223	1282.7793	22.965576	283.75896	402.98432	1.2735785	1.6247577	1.310979	1.0418874	1.000428	0.96068277	1.3104181	1.084528	57.161985	15.555649	256.83384	12.817395	5.8903442	0.85848442
340.00	0.290352	1281.1787	23.292645	284.41516	403.39871	1.2755004	1.625452	1.3120374	1.043424	1.0009833	0.96172732	1.3107486	1.0849478	57.071285	15.603603	255.3765	12.84726	5.8709649	0.85910538
340.50	0.294525	1279.5742	23.623519	285.07187	403.81293	1.2774209	1.6261465	1.3131043	1.0449678	1.0015402	0.96277274	1.3110849	1.0853733	56.980744	15.651645	253.92937	12.877372	5.8517266	0.859746
341.00	0.298745	1277.9658	23.958237	285.72911	404.22698	1.27934	1.6268411	1.3141797	1.046519	1.0020988	0.96381902	1.3114273	1.0858045	56.890361	15.699775	252.49235	12.907733	5.8326283	0.86040648
341.50	0.303010	1276.3535	24.296838	286.38688	404.64084	1.2812578	1.6275359	1.3152638	1.0480777	1.002659	0.96486616	1.3117758	1.0862415	56.800136	15.747996	251.06536	12.938349	5.8136688	0.86108697
342.00	0.307322	1274.7372	24.639362	287.04518	405.05453	1.2831741	1.6282307	1.3163566	1.0496439	1.0032208	0.96591415	1.3121305	1.0866844	56.71007	15.79631	249.64829	12.969223	5.794847	0.86178768
342.50	0.311680	1273.1168	24.985848	287.70401	405.46803	1.2850892	1.6289257	1.3174582	1.0512178	1.0037843	0.966963	1.3124913	1.0871334	56.620161	15.844717	248.24106	13.000358	5.776162	0.86250877
343.00	0.316085	1271.4923	25.336337	288.36339	405.88134	1.2870028	1.6296208	1.3185688	1.0527995	1.0043495	0.9680127	1.3128585	1.0875885	56.530412	15.89322	246.84356	13.031759	5.7576127	0.86325045
343.50	0.320537	1269.8638	25.69087	289.02331	406.29446	1.2889152	1.6303159	1.3196883	1.0543891	1.0049163	0.96906326	1.3132321	1.0880499	56.44082	15.94182	245.45572	13.06343	5.739198	0.8640129
344.00	0.325037	1268.231	26.049489	289.68378	406.70737	1.2908263	1.6310111	1.3208169	1.0559868	1.0054847	0.97011466	1.3136121	1.0885176	56.351387	15.99052	244.07745	13.095374	5.7209169	0.86479631
344.50	0.329585	1266.5941	26.412235	290.34481	407.12008	1.292736	1.6317063	1.3219546	1.0575927	1.0060548	0.97116692	1.3139987	1.0889917	56.262112	16.03932	242.70864	13.127596	5.7027685	0.8656009
345.00	0.334181	1264.953	26.779151	291.00638	407.53258	1.2946445	1.6324016	1.3231016	1.059207	1.0066265	0.97222002	1.3143918	1.0894725	56.172995	16.088223	241.34922	13.1601	5.6847518	0.86642686
345.50	0.338825	1263.3075	27.15028	291.66852	407.94486	1.2965517	1.6330968	1.324258	1.0608296	1.0071999	0.97327398	1.3147917	1.0899599	56.084037	16.137231	239.99909	13.192889	5.6668658	0.86727441
346.00	0.343519	1261.6577	27.525667	292.33123	408.35692	1.2984577	1.633792	1.3254238	1.0624609	1.0077749	0.97432879	1.3151983	1.0904542	55.995236	16.186346	238.65817	13.225969	5.6491095	0.86814375
346.50	0.348261	1260.0036	27.905355	292.9945	408.76876	1.3003624	1.6344872	1.3265992	1.0641009	1.0083515	0.97538446	1.3156118	1.0909554	55.906594	16.235569	237.32638	13.259343	5.6314821	0.8690351
347.00	0.353054	1258.345	28.289388	293.65835	409.18037	1.3022659	1.6351824	1.3277842	1.0657498	1.0089299	0.97644098	1.3160322	1.0914636	55.81811	16.284902	236.00364	13.293016	5.6139826	0.86994869
347.50	0.357896	1256.682	28.677814	294.32277	409.59174	1.3041682	1.6358775	1.328979	1.0674077	1.0095099	0.97749836	1.3164596	1.0919791	55.729783	16.334348	234.68984	13.326992	5.5966101	0.87088473
348.00	0.362789	1255.0144	29.070676	294.98777	410.00287	1.3060693	1.6365724	1.3301837	1.0690749	1.0100915	0.9785566	1.3168942	1.0925018	55.641615	16.383909	233.38492	13.361275	5.5793638	0.87184347
348.50	0.367732	1253.3423	29.468024	295.65336	410.41376	1.3079692	1.6372673	1.3313983	1.0707514	1.0106748	0.9796157	1.317336	1.0930321	55.553604	16.433586	232.08879	13.395871	5.5622427	0.87282512
349.00	0.372726	1251.6657	29.869902	296.31954	410.82439	1.309868	1.6379621	1.3326231	1.0724374	1.0112598	0.98067567	1.3177851	1.0935699	55.465751	16.483382	230.80138	13.430782	5.545246	0.87382995
349.50	0.377772	1249.9843	30.27636	296.98631	411.23477	1.3117656	1.6386567	1.333858	1.0741331	1.0118465	0.98173651	1.3182415	1.0941154	55.378056	16.5333	229.52259	13.466015	5.5283729	0.87485818
350.00	0.382869	1248.2983	30.687447	297.65368	411.64488	1.313662	1.6393512	1.3351033	1.0758387	1.0124348	0.98279823	1.3187055	1.0946689	55.290519	16.58334	228.25235	13.501573	5.5116225	0.87591007
350.50	0.388019	1246.6075	31.103211	298.32166	412.05473	1.3155574	1.6400455	1.3363591	1.0775543	1.0130248	0.98386083	1.319177	1.0952304	55.203139	16.633506	226.99058	13.537462	5.494994	0.87698587
351.00	0.393220	1244.9119	31.523702	298.99024	412.4643	1.3174516	1.6407396	1.3376254	1.0792801	1.0136166	0.98492432	1.3196562	1.0958	55.115917	16.683801	225.7372	13.573686	5.4784867	0.87808585
351.50	0.398475	1243.2114	31.948972	299.65943	412.87359	1.3193448	1.6414334	1.3389025	1.0810164	1.01421	0.98598871	1.3201432	1.096378	55.028851	16.734225	224.49214	13.610249	5.4620997	0.87921027
352.00	0.403782	1241.5061	32.379071	300.32924	413.2826	1.3212369	1.6421271	1.3401903	1.0827632	1.0148051	0.98705399	1.3206382	1.0969645	54.941944	16.784782	223.25531	13.647158	5.4458323	0.88035939
352.50	0.409143	1239.7958	32.814051	300.99967	413.69131	1.3231279	1.6428205	1.3414892	1.0845209	1.0154019	0.98812018	1.3211411	1.0975597	54.855193	16.835474	222.02665	13.684416	5.4296838	0.88153351
353.00	0.414558	1238.0804	33.253967	301.67072	414.09972	1.3250178	1.6435136	1.3427992	1.0862896	1.0160005	0.98918729	1.3216521	1.0981637	54.768599	16.886305	220.80607	13.722028	5.4136533	0.88273289
353.50	0.420027	1236.3601	33.698871	302.34241	414.50783	1.3269068	1.6442064	1.3441204	1.0880695	1.0166008	0.99025532	1.3221713	1.0987767	54.682162	16.937275	219.5935	13.760001	5.3977402	0.88395784
354.00	0.425550	1234.6346	34.148817	303.01473	414.91563	1.3287947	1.6448989	1.345453	1.0898608	1.0172028	0.99132429	1.3226989	1.0993989	54.595882	16.988388	218.38887	13.798338	5.3819437	0.88520864
354.50	0.431129	1232.9039	34.603862	303.68769	415.32311	1.3306816	1.6455911	1.3467972	1.0916638	1.0178066	0.9923942	1.3232349	1.1000304	54.509759	17.039647	217.19211	13.837045	5.3662632	0.88648559
355.00	0.436762	1231.168	35.064061	304.36129	415.73027	1.3325675	1.6462829	1.348153	1.0934787	1.0184121	0.99346506	1.3237795	1.1006715	54.423792	17.091055	216.00313	13.876128	5.350698	0.88778901
355.50	0.442451	1229.4269	35.52947	305.03555	416.1371	1.3344525	1.6469744	1.3495208	1.0953057	1.0190194	0.99453689	1.3243327	1.1013224	54.337982	17.142613	214.82188	13.915591	5.3352475	0.88911921
356.00	0.448196	1227.6804	36.000149	305.71045	416.54359	1.3363365	1.6476655	1.3509005	1.0971451	1.0196285	0.99560969	1.3248948	1.1019831	54.252328	17.194325	213.64827	13.955441	5.3199109	0.89047651
356.50	0.453998	1225.9284	36.476155	306.38602	416.94974	1.3382195	1.6483562	1.3522924	1.0989971	1.0202394	0.99668348	1.3254658	1.102654	54.16683	17.246195	212.48224	13.995681	5.3046876	0.89186125
357.00	0.459856	1224.1711	36.957548	307.06225	417.35553	1.3401016	1.6490464	1.3536967	1.1008619	1.020852	0.99775827	1.3260459	1.1033353	54.081488	17.298224	211.32371	14.036319	5.2895771	0.89327375
357.50	0.465771	1222.4081	37.444389	307.73915	417.76097	1.3419829	1.6497362	1.3551134	1.1027398	1.0214665	0.99883407	1.3266352	1.1040271	53.996302	17.350416	210.17262	14.07736	5.2745787	0.89471436
358.00	0.471744	1220.6397	37.936739	308.41673	418.16604	1.3438632	1.6504255	1.3565429	1.1046312	1.0220828	0.9999109	1.3272338	1.1047296	53.911272	17.402773	209.0289	14.118809	5.2596918	0.89618343
358.50	0.477774	1218.8655	38.43466	309.09498	418.57074	1.3457426	1.6511143	1.3579852	1.1065362	1.022701	1.0009888	1.3278419	1.1054432	53.826397	17.4553	207.89248	14.160673	5.2449159	0.89768133
359.00	0.483863	1217.0857	38.938216	309.77392	418.97506	1.3476212	1.6518026	1.3594406	1.1084552	1.023321	1.0020677	1.3284596	1.106168	53.741677	17.508	206.76329	14.202956	5.2302503	0.89920842
359.50	0.490010	1215.3001	39.44747	310.45355	419.37899	1.3494989	1.6524904	1.3609093	1.1103884	1.0239429	1.0031477	1.3290871	1.1069042	53.657113	17.560874	205.64127	14.245666	5.2156947	0.90076507
360.00	0.496216	1213.5086	39.96249	311.13387	419.78253	1.3513758	1.6531776	1.3623914	1.1123362	1.0245666	1.0042288	1.3297245	1.1076522	53.572703	17.613928	204.52635	14.288808	5.2012484	0.90235169
360.50	0.502482	1211.7112	40.48334	311.8149	420.18566	1.3532519	1.6538643	1.3638871	1.1142988	1.0251923	1.005311	1.330372	1.1084121	53.488448	17.667164	203.41845	14.332388	5.1869108	0.90396865
361.00	0.508807	1209.9079	41.010089	312.49663	420.58838	1.3551272	1.6545503	1.3653967	1.1162766	1.0258199	1.0063943	1.3310297	1.1091842	53.404349	17.720586	202.31753	14.376412	5.1726817	0.90561636
361.50	0.515192	1208.0985	41.542805	313.17907	420.99069	1.3570017	1.6552358	1.3669204	1.1182699	1.0264494	1.0074788	1.3316978	1.1099687	53.320403	17.774197	201.22351	14.420887	5.1585603	0.90729525
362.00	0.521638	1206.2829	42.081557	313.86223	421.39257	1.3588754	1.6559205	1.3684583	1.120279	1.0270809	1.0085644	1.3323764	1.110766	53.236612	17.828001	200.13632	14.46582	5.1445464	0.90900573
362.50	0.528144	1204.4612	42.626418	314.54612	421.79401	1.3607484	1.6566046	1.3700107	1.1223044	1.0277143	1.0096512	1.3330657	1.1115763	53.152974	17.882002	199.05591	14.511216	5.1306393	0.91074823
363.00	0.534712	1202.6333	43.177458	315.23073	422.19501	1.3626206	1.6572881	1.3715779	1.1243462	1.0283498	1.0107392	1.3337659	1.1124	53.069491	17.936203	197.98221	14.557083	5.1168388	0.91252321
363.50	0.541341	1200.799	43.734752	315.91608	422.59555	1.3644922	1.6579708	1.37316	1.126405	1.0289872	1.0118284	1.3344772	1.1132372	52.986161	17.990608	196.91516	14.603427	5.1031444	0.91433112
364.00	0.548032	1198.9583	44.298374	316.60217	422.99564	1.366363	1.6586527	1.3747574	1.1284811	1.0296267	1.0129189	1.3351998	1.1140883	52.902985	18.045222	195.8547	14.650254	5.0895557	0.91617242
364.50	0.554786	1197.1111	44.8684	317.289	423.39526	1.3682331	1.659334	1.3763701	1.1305748	1.0302683	1.0140106	1.3359337	1.1149536	52.819962	18.100048	194.80076	14.697573	5.0760723	0.91804761
365.00	0.561602	1195.2573	45.444906	317.97659	423.7944	1.3701026	1.6600144	1.3779986	1.1326866	1.0309119	1.0151037	1.3366793	1.1158334	52.737092	18.15509	193.75328	14.745389	5.0626938	0.91995716
365.50	0.568482	1193.3969	46.027972	318.66494	424.19305	1.3719714	1.660694	1.3796431	1.1348169	1.0315576	1.0161981	1.3374367	1.1167281	52.654374	18.210353	192.7122	14.793711	5.04942	0.92190159
366.00	0.575425	1191.5298	46.617678	319.35405	424.5912	1.3738396	1.6613728	1.3813037	1.1369662	1.0322055	1.0172938	1.3382062	1.117638	52.57181	18.265841	191.67747	14.842544	5.0362505	0.92388141
366.50	0.582432	1189.6559	47.214104	320.04394	424.98884	1.3757072	1.6620507	1.3829809	1.1391348	1.0328555	1.0183908	1.3389878	1.1185634	52.489397	18.321558	190.64902	14.891898	5.0231849	0.92589716
367.00	0.589503	1187.7751	47.817334	320.7346	425.38598	1.3775742	1.6627278	1.3846749	1.1413232	1.0335077	1.0194893	1.3397819	1.1195048	52.407137	18.377509	189.62679	14.941778	5.010223	0.92794937
367.50	0.596639	1185.8873	48.427452	321.42605	425.78258	1.3794406	1.6634039	1.3863859	1.1435319	1.034162	1.0205892	1.3405886	1.1204624	52.325029	18.433698	188.61072	14.992193	4.9973646	0.93003862
368.00	0.603840	1183.9924	49.044543	322.11828	426.17865	1.3813064	1.6640791	1.3881143	1.1457613	1.0348187	1.0216906	1.3414083	1.1214367	52.243072	18.49013	187.60076	15.043151	4.9846093	0.93216548
368.50	0.611107	1182.0904	49.668696	322.81132	426.57417	1.3831717	1.6647534	1.3898604	1.148012	1.0354775	1.0227935	1.342241	1.122428	52.161266	18.546809	186.59685	15.094659	4.9719569	0.93433054
369.00	0.618440	1180.1812	50.299998	323.50516	426.96914	1.3850364	1.6654266	1.3916245	1.1502845	1.0361387	1.0238979	1.3430871	1.1234368	52.079612	18.603742	185.59892	15.146726	4.9594073	0.9365344
369.50	0.625839	1178.2646	50.938541	324.19981	427.36354	1.3869007	1.6660989	1.393407	1.1525793	1.0368022	1.0250038	1.3439467	1.1244634	51.998109	18.660932	184.60693	15.199359	4.9469603	0.9387777
370.00	0.633305	1176.3406	51.584417	324.89528	427.75736	1.3887645	1.6667701	1.395208	1.1548969	1.037468	1.0261113	1.3448202	1.1255083	51.916756	18.718384	183.62081	15.252568	4.9346156	0.94106106
370.50	0.640837	1174.4091	52.23772	325.59158	428.15059	1.3906278	1.6674402	1.3970281	1.1572379	1.0381363	1.0272205	1.3457078	1.126572	51.835554	18.776104	182.64051	15.306359	4.9223731	0.94338517
371.00	0.648438	1172.47	52.898546	326.28871	428.54322	1.3924906	1.6681093	1.3988676	1.1596028	1.0388069	1.0283313	1.3466098	1.1276549	51.754501	18.834098	181.66598	15.360743	4.9102327	0.94575068
371.50	0.656106	1170.5232	53.566993	326.98667	428.93525	1.394353	1.6687772	1.4007267	1.1619924	1.03948	1.0294438	1.3475264	1.1287575	51.673599	18.89237	180.69715	15.415727	4.8981944	0.94815831
372.00	0.663843	1168.5686	54.24316	327.68549	429.32665	1.396215	1.669444	1.402606	1.1644072	1.0401556	1.030558	1.3484578	1.1298803	51.592846	18.950927	179.73398	15.471321	4.8862579	0.95060877
372.50	0.671649	1166.606	54.927149	328.38516	429.71741	1.3980767	1.6701096	1.4045057	1.1668477	1.0408337	1.031674	1.3494045	1.1310237	51.512243	19.009773	178.7764	15.527534	4.8744233	0.95310281
373.00	0.679523	1164.6355	55.619063	329.08569	430.10753	1.3999379	1.6707739	1.4064263	1.1693148	1.0415144	1.0327918	1.3503667	1.1321883	51.431788	19.068915	177.82437	15.584375	4.8626905	0.95564118
373.50	0.687468	1162.6568	56.319008	329.7871	430.497	1.4017988	1.6714371	1.4083682	1.1718091	1.0421977	1.0339115	1.3513446	1.1333746	51.351483	19.128359	176.87782	15.641853	4.8510596	0.95822467
374.00	0.695482	1160.6698	57.027092	330.48938	430.88579	1.4036593	1.6720989	1.4103319	1.1743312	1.0428836	1.0350331	1.3523387	1.1345833	51.271326	19.18811	175.93671	15.699978	4.8395305	0.96085409
