T_K	P_MPa	Liq_D_kg_m3	Vap_D_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp	Vap_Cp	Liq_Cv	Vap_Cv	Liq_CpCv	Vap_CpCv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_vis_uPa_s	Vap_vis_uPa_s	Liq_Pr	Vap_Pr
220.00	0.000787	1605.2823	0.08625314	134.52467	304.20495	0.73342479	1.5046988	1.2461652	0.80966429	0.94611919	0.76756619	1.3171334	1.0548462	82.418442	5.3450293	1521.8325	8.0561987	23.010078	1.2203519
220.50	0.000821	1604.0528	0.089766352	135.14763	304.60666	0.73625313	1.5047748	1.2456256	0.81013457	0.94582802	0.76801877	1.3169684	1.0548369	82.307033	5.3827558	1505.8362	8.0746505	22.789159	1.2152796
221.00	0.000856	1602.8231	0.093400613	135.77033	305.0085	0.73907384	1.5048575	1.2450947	0.8106086	0.94554328	0.76847466	1.3168035	1.054828	82.195549	5.4205424	1490.075	8.093101	22.571593	1.2102732
221.50	0.000893	1601.593	0.097159258	136.39276	305.41049	0.74188699	1.5049467	1.2445724	0.81108639	0.94526491	0.76893386	1.3166387	1.0548195	82.083991	5.458389	1474.5447	8.11155	22.357315	1.2053314
222.00	0.000930	1600.3627	0.10104569	137.01493	305.81262	0.74469262	1.5050426	1.2440588	0.81156796	0.94499289	0.76939636	1.3164742	1.0548113	81.972361	5.4962951	1459.2408	8.1299974	22.146261	1.2004533
222.50	0.000969	1599.1322	0.10506338	137.63685	306.2149	0.7474908	1.5051449	1.2435537	0.81205333	0.94472716	0.76986219	1.3163098	1.0548035	81.860662	5.5342604	1444.1592	8.148443	21.93837	1.1956377
223.00	0.001010	1597.9013	0.10921587	138.25852	306.61731	0.75028157	1.5052537	1.2430571	0.8125425	0.94446769	0.77033134	1.3161457	1.0547961	81.748895	5.5722847	1429.2958	8.1668866	21.733581	1.1908836
223.50	0.001052	1596.6701	0.11350675	138.87994	307.01987	0.75306499	1.5053689	1.2425689	0.81303549	0.94421444	0.77080382	1.3159817	1.0547891	81.637064	5.6103674	1414.6466	8.1853283	21.531835	1.1861901
224.00	0.001095	1595.4386	0.11793969	139.50112	307.42256	0.7558411	1.5054904	1.2420891	0.81353231	0.94396736	0.77127963	1.3158179	1.0547826	81.525169	5.6485084	1400.2075	8.2037677	21.333075	1.1815562
224.50	0.001140	1594.2068	0.12251845	140.12207	307.8254	0.75860996	1.5056181	1.2416177	0.81403297	0.94372642	0.77175879	1.3156543	1.0547764	81.413214	5.6867073	1385.9748	8.2222047	21.137242	1.1769809
225.00	0.001187	1592.9747	0.12724681	140.74278	308.22838	0.76137162	1.5057521	1.2411546	0.8145375	0.94349158	0.77224129	1.3154909	1.0547707	81.3012	5.7249638	1371.9446	8.2406393	20.944283	1.1724633
225.50	0.001235	1591.7423	0.13212867	141.36326	308.6315	0.76412612	1.5058921	1.2406997	0.81504589	0.9432628	0.77272714	1.3153277	1.0547654	81.18913	5.7632775	1358.1133	8.2590712	20.754143	1.1680024
226.00	0.001285	1590.5095	0.13716797	141.98352	309.03476	0.76687353	1.5060383	1.240253	0.81555817	0.94304006	0.77321635	1.3151647	1.0547606	81.077005	5.8016481	1344.4774	8.2775003	20.56677	1.1635975
226.50	0.001337	1589.2763	0.14236873	142.60356	309.43816	0.76961389	1.5061905	1.2398145	0.81607434	0.9428233	0.77370892	1.3150019	1.0547563	80.964828	5.8400753	1331.0331	8.2959265	20.382111	1.1592475
227.00	0.001390	1588.0428	0.14773504	143.22338	309.8417	0.77234724	1.5063486	1.239384	0.81659442	0.94261249	0.77420485	1.3148394	1.0547524	80.8526	5.8785588	1317.7772	8.3143496	20.200117	1.1549517
227.50	0.001445	1586.8089	0.15327106	143.84299	310.24537	0.77507364	1.5065127	1.2389616	0.81711843	0.94240761	0.77470416	1.314677	1.054749	80.740325	5.9170982	1304.7061	8.3327695	20.020737	1.1507092
228.00	0.001502	1585.5747	0.15898102	144.46239	310.64919	0.77779313	1.5066826	1.2385472	0.81764636	0.94220862	0.77520684	1.3145149	1.0547461	80.628003	5.9556932	1291.8167	8.351186	19.843924	1.1465192
228.50	0.001561	1584.3401	0.16486924	145.08158	311.05315	0.78050577	1.5068584	1.2381408	0.81817825	0.94201548	0.77571291	1.3143529	1.0547436	80.515638	5.9943435	1279.1056	8.3695991	19.669631	1.142381
229.00	0.001622	1583.1051	0.17094009	145.70058	311.45725	0.78321159	1.5070398	1.2377423	0.81871409	0.94182816	0.77622235	1.3141912	1.0547417	80.40323	6.0330488	1266.5697	8.3880085	19.49781	1.1382936
229.50	0.001685	1581.8697	0.17719802	146.31938	311.86148	0.78591065	1.507227	1.2373517	0.81925391	0.94164664	0.77673519	1.3140298	1.0547403	80.290782	6.0718087	1254.2059	8.4064141	19.328418	1.1342564
230.00	0.001750	1580.6338	0.18364757	146.93798	312.26585	0.78860299	1.5074198	1.2369689	0.81979771	0.94147087	0.77725142	1.3138685	1.0547394	80.178296	6.1106229	1242.0111	8.4248158	19.161409	1.1302685
230.50	0.001817	1579.3976	0.19029334	147.5564	312.67037	0.79128866	1.5076182	1.236594	0.8203455	0.94130083	0.77777105	1.3137075	1.0547391	80.065775	6.1494911	1229.9824	8.4432135	18.996741	1.1263293
231.00	0.001886	1578.1609	0.19714001	148.17463	313.07501	0.7939677	1.5078222	1.2362268	0.8208973	0.94113649	0.77829408	1.3135467	1.0547392	79.953219	6.188413	1218.1168	8.4616071	18.834372	1.1224381
231.50	0.001957	1576.9239	0.20419232	148.79269	313.4798	0.79664016	1.5080316	1.2358673	0.82145312	0.94097781	0.77882051	1.3133862	1.05474	79.840631	6.2273883	1206.4116	8.4799963	18.674259	1.118594
232.00	0.002031	1575.6863	0.21145512	149.41056	313.88472	0.79930609	1.5082464	1.2355155	0.82201297	0.94082477	0.77935036	1.3132259	1.0547412	79.728013	6.2664165	1194.8638	8.4983811	18.516362	1.1147965
232.50	0.002107	1574.4484	0.2189333	150.02826	314.28978	0.80196553	1.5084667	1.2351713	0.82257686	0.94067734	0.77988361	1.3130659	1.0547431	79.615367	6.3054975	1183.4708	8.5167614	18.360642	1.1110449
233.00	0.002186	1573.2099	0.22663186	150.6458	314.69498	0.80461852	1.5086923	1.2348348	0.8231448	0.94053549	0.78042029	1.3129061	1.0547455	79.502694	6.3446309	1172.2299	8.535137	18.20706	1.1073384
233.50	0.002267	1571.971	0.23455585	151.26316	315.10031	0.8072651	1.5089231	1.2345058	0.82371681	0.94039919	0.78096038	1.3127466	1.0547485	79.389998	6.3838164	1161.1385	8.5535078	18.055577	1.1036765
234.00	0.002351	1570.7317	0.24271042	151.88037	315.50578	0.80990533	1.5091592	1.2341844	0.82429289	0.94026841	0.78150389	1.3125873	1.0547521	79.277278	6.4230536	1150.194	8.5718737	17.906158	1.1000585
234.50	0.002437	1569.4918	0.25110077	152.49742	315.91138	0.81253924	1.5094005	1.2338705	0.82487306	0.94014313	0.78205083	1.3124283	1.0547563	79.164539	6.4623423	1139.3938	8.5902345	17.758764	1.0964837
235.00	0.002526	1568.2515	0.25973222	153.11431	316.31712	0.81516687	1.5096469	1.233564	0.82545733	0.94002332	0.78260119	1.3122696	1.0547611	79.05178	6.5016821	1128.7356	8.6085902	17.613362	1.0929516
235.50	0.002617	1567.0106	0.26861013	153.73106	316.72299	0.81778828	1.5098984	1.233265	0.8260457	0.93990895	0.78315499	1.3121111	1.0547666	78.939005	6.5410727	1118.2169	8.6269406	17.469915	1.0894615
236.00	0.002712	1565.7693	0.27773995	154.34765	317.12899	0.82040349	1.5101549	1.2329734	0.82663819	0.93979999	0.78371222	1.311953	1.0547726	78.826215	6.5805139	1107.8353	8.6452857	17.32839	1.086013
236.50	0.002809	1564.5275	0.28712723	154.96411	317.53513	0.82301256	1.5104165	1.2326892	0.82723481	0.93969643	0.78427289	1.3117951	1.0547793	78.713412	6.6200052	1097.5885	8.6636253	17.188754	1.0826053
237.00	0.002909	1563.2851	0.29677758	155.58042	317.9414	0.82561552	1.5106829	1.2324123	0.82783557	0.93959823	0.78483699	1.3116375	1.0547866	78.600598	6.6595464	1087.4742	8.6819593	17.050972	1.0792379
237.50	0.003012	1562.0422	0.30669669	156.1966	318.3478	0.82821242	1.5109543	1.2321427	0.82844047	0.93950537	0.78540453	1.3114802	1.0547946	78.487774	6.6991372	1077.4903	8.7002876	16.915015	1.0759102
238.00	0.003119	1560.7988	0.31689035	156.81265	318.75434	0.83080329	1.5112306	1.2318804	0.82904953	0.93941782	0.78597551	1.3113233	1.0548033	78.374942	6.7387772	1067.6345	8.7186101	16.780849	1.0726218
238.50	0.003228	1559.5548	0.3273644	157.42857	319.16101	0.83338818	1.5115116	1.2316254	0.82966276	0.93933556	0.78654994	1.3111666	1.0548126	78.262105	6.7784662	1057.9047	8.7369268	16.648445	1.0693721
239.00	0.003341	1558.3102	0.33812479	158.04436	319.5678	0.83596713	1.5117974	1.2313776	0.83028016	0.93925856	0.78712781	1.3110103	1.0548226	78.149264	6.8182038	1048.2989	8.7552375	16.517772	1.0661606
239.50	0.003457	1557.0651	0.34917755	158.66004	319.97473	0.83854017	1.512088	1.231137	0.83090175	0.93918681	0.78770912	1.3108542	1.0548332	78.03642	6.8579898	1038.8148	8.7735421	16.388801	1.0629866
240.00	0.003576	1555.8195	0.36052877	159.27559	320.38179	0.84110735	1.5123832	1.2309036	0.83152754	0.93912026	0.78829388	1.3106986	1.0548446	77.923576	6.8978238	1029.4506	8.7918406	16.261503	1.0598499
240.50	0.003699	1554.5732	0.37218464	159.89104	320.78898	0.8436687	1.512683	1.2306773	0.83215752	0.93905891	0.78888209	1.3105432	1.0548567	77.810734	6.9377055	1020.2043	8.8101328	16.135849	1.0567497
241.00	0.003825	1553.3264	0.38415144	160.50637	321.1963	0.84622426	1.5129874	1.2304581	0.83279172	0.93900273	0.78947374	1.3103882	1.0548694	77.697894	6.9776346	1011.0739	8.8284188	16.011813	1.0536857
241.50	0.003955	1552.079	0.39643551	161.1216	321.60375	0.84877408	1.5132964	1.2302461	0.83343014	0.93895169	0.79006885	1.3102336	1.0548829	77.585059	7.0176109	1002.0576	8.8466983	15.889365	1.0506574
242.00	0.004088	1550.831	0.40904329	161.73672	322.01132	0.85131819	1.5136099	1.2300411	0.83407278	0.93890576	0.7906674	1.3100793	1.0548971	77.47223	7.057634	993.15338	8.8649715	15.768482	1.0476643
242.50	0.004226	1549.5823	0.4219813	162.35175	322.41902	0.85385663	1.5139279	1.2298431	0.83471966	0.93886494	0.7912694	1.3099255	1.0549121	77.35941	7.0977036	984.35957	8.8832381	15.649135	1.044706
243.00	0.004367	1548.3331	0.43525615	162.96668	322.82685	0.85638943	1.5142502	1.2296521	0.83537079	0.93882919	0.79187485	1.309772	1.0549278	77.246599	7.1378194	975.67433	8.9014981	15.531299	1.041782
243.50	0.004512	1547.0832	0.44887452	163.58151	323.23481	0.85891664	1.514577	1.2294682	0.83602616	0.93879849	0.79248375	1.3096188	1.0549442	77.1338	7.1779811	967.09592	8.9197515	15.41495	1.0388918
244.00	0.004662	1545.8327	0.46284319	164.19626	323.6429	0.86143828	1.5149081	1.2292912	0.8366858	0.93877281	0.79309609	1.3094661	1.0549614	77.021014	7.2181885	958.62261	8.9379982	15.300063	1.036035
244.50	0.004815	1544.5815	0.47716901	164.81092	324.0511	0.86395441	1.5152435	1.2291212	0.8373497	0.93875214	0.79371188	1.3093138	1.0549794	76.908243	7.2584411	950.25272	8.9562382	15.186613	1.0332113
245.00	0.004972	1543.3297	0.49185893	165.42551	324.45944	0.86646505	1.5155831	1.2289581	0.83801787	0.93873646	0.79433112	1.309162	1.0549982	76.795488	7.2987389	941.98461	8.9744714	15.074578	1.0304201
245.50	0.005134	1542.0773	0.50691997	166.04001	324.8679	0.86897024	1.515927	1.2288019	0.83869032	0.93872573	0.7949538	1.3090105	1.0550177	76.682752	7.3390813	933.81665	8.9926977	14.963934	1.0276611
246.00	0.005301	1540.8242	0.52235925	166.65444	325.27648	0.87147002	1.5162751	1.2286525	0.83936706	0.93871994	0.79557992	1.3088595	1.055038	76.570035	7.3794682	925.74725	9.0109173	14.854658	1.0249339
246.50	0.005471	1539.5704	0.53818397	167.26879	325.68519	0.87396442	1.5166273	1.2285101	0.84004809	0.93871906	0.79620948	1.308709	1.0550591	76.45734	7.4198992	917.77486	9.0291299	14.746729	1.022238
247.00	0.005647	1538.3159	0.55440141	167.88308	326.09401	0.87645348	1.5169836	1.2283745	0.84073341	0.93872308	0.79684248	1.3085589	1.0550811	76.344668	7.4603742	909.89794	9.0473357	14.640124	1.0195732
247.50	0.005827	1537.0607	0.57101895	168.49731	326.50297	0.87893723	1.5173439	1.2282456	0.84142304	0.93873196	0.79747892	1.3084093	1.0551038	76.23202	7.5008927	902.11501	9.0655345	14.534822	1.0169389
248.00	0.006011	1535.8048	0.58804405	169.11147	326.91204	0.88141571	1.5177083	1.2281236	0.84211698	0.93874569	0.79811879	1.3082602	1.0551274	76.119398	7.5414545	894.42459	9.0837264	14.430802	1.0143349
248.50	0.006201	1534.5482	0.60548423	169.72558	327.32124	0.88388896	1.5180767	1.2280084	0.84281523	0.93876425	0.7987621	1.3081116	1.0551518	76.006804	7.5820593	886.82523	9.1019113	14.328044	1.0117607
